name,latitude,longitude
CALDECOTT MRT STATION (TE9),1.33724561271722,103.840161782075
CASHEW MRT STATION (DT2),1.36981544925552,103.76443921414
DEFU MRT STATION (CR07),1.362556148341,103.898195425088
LENTOR MRT STATION (TE5),1.38550657972169,103.835743809669
MARINA BAY MRT STATION (CE2),1.27625146423743,103.855447156279
MARINA BAY MRT STATION (NS27),1.276410298755,103.854595522263
MARINA BAY MRT STATION (TE20),1.27474173226842,103.855309167928
SHENTON WAY MRT STATION (TE19),1.2777168283425,103.850367596067
SOMERSET MRT STATION (NS23),1.30026416739006,103.839085753124
UPPER THOMSON MRT STATION (TE8),1.35441643365401,103.832898468504
BAYFRONT MRT STATION (DT16 / CE1),1.28187378879209,103.859079764874
DOWNTOWN MRT STATION (DT17),1.27944638178916,103.852840829581
EXPO MRT STATION (DT35),1.33538252614956,103.962374747451
GARDENS BY THE BAY MRT STATION (TE22),1.27848725876303,103.867454664421
MARINA SOUTH MRT STATION (TE21),1.27455475919137,103.863574321728
MARINA SOUTH PIER MRT STATION (NS28),1.27102703612006,103.862447515736
NAPIER MRT STATION (TE12),1.30678223364785,103.818956796815
PROMENADE MRT STATION (CC4),1.29399798636232,103.860350000188
TAMPINES WEST MRT STATION (DT31),1.34551530560119,103.938436971222
TANJONG KATONG MRT STATION (TE25),1.29931925769899,103.897368742078
KALLANG MRT STATION (EW10),1.31148890998818,103.871386541754
KING ALBERT PARK MRT STATION (DT6),1.33566161262214,103.783399113441
NICOLL HIGHWAY MRT STATION (CC5),1.29976684675139,103.86363696572
PROMENADE MRT STATION (DT15),1.29289175383295,103.860891800025
RAFFLES PLACE MRT STATION (EW14 / NS26),1.28412561043658,103.851461712342
SENGKANG MRT STATION (NE16),1.39169462601522,103.895484694279
STADIUM MRT STATION (CC6),1.3028124684707,103.875337711089
SUNGEI BEDOK MRT STATION (TE31 / DT37),1.32040148729112,103.957183823478
TANJONG RHU MRT STATION (TE23),1.29726507940646,103.873453254621
TELOK AYER MRT STATION (DT18),1.28206894769394,103.848648781083
CANTONMENT MRT STATION (CC31),1.27287214563203,103.837062313764
CHINATOWN MRT STATION (DT19),1.28422391919085,103.845143798953
CHINATOWN MRT STATION (NE4),1.28435959278583,103.843426681863
CLARKE QUAY MRT STATION (NE5),1.28838602407588,103.846555209694
HARBOURFRONT MRT STATION (NE1 / CC29),1.26538938374901,103.821530157095
MAXWELL MRT STATION (TE18),1.28053329842878,103.843883670633
ONE-NORTH MRT STATION (CC23),1.29975987493555,103.78745750525
OUTRAM PARK MRT STATION (NE3),1.27972059383553,103.839439862425
PRINCE EDWARD ROAD MRT STATION (CC32),1.27315693636085,103.847097123745
TANJONG PAGAR MRT STATION (EW15),1.27656131737246,103.845725186759
BRADDELL MRT STATION (NS18),1.3404690010277,103.846799083148
BUANGKOK MRT STATION (NE15),1.38287001971672,103.893122569706
BUKIT BATOK MRT STATION (NS2),1.34903331201636,103.749566478309
EXPO MRT STATION (CG1),1.33454977824817,103.961548211018
JURONG EAST MRT STATION (EW24 / NS1),1.3330275154394,103.742370487607
KAKI BUKIT MRT STATION (DT28),1.33496735995428,103.908459338046
KEPPEL MRT STATION (CC30),1.26977220124441,103.830031459524
PASIR RIS EAST MRT STATION (CR4),1.36712928287615,103.960557318417
TAMPINES MRT STATION (DT32),1.35515041120473,103.943009883131
TAMPINES MRT STATION (EW2),1.35330167637376,103.945144586749
